Track Name,Artist Names,Album Name,Album Artist Names,Album Release Date,Disc Number,Track Number,Track Duration ms,Explicit,Popularity,ISRC,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
Suicide Blonde,INXS,INXS Remastered,INXS,1/1/11,7,1,232626,FALSE,51,GBAMX9000002,"australian rock,dance rock,funk rock,new romantic,new wave,rock",0.613,0.962,4,-5.36,0,0.0897,0.00228,0.00896,0.123,0.694,119.96,4,,Petrol Records,"C © 2011 Petrol Records Pty Ltd, under exclusive license to Universal Music Enterprises, a Division of UMG Recordings, Inc., P This Compilation ℗ 2011 Petrol Records Pty Ltd, under exclusive license to Universal Music Enterprises, a Division of UMG Recordings, Inc."
Hold On,KT Tunstall,Drastic Fantastic,KT Tunstall,1/1/07,1,5,177613,FALSE,43,GBGLM0700045,"lilith,neo mellow,pop rock,scottish singer-songwriter",0.664,0.936,4,-5.158,0,0.094,0.322,0.00000104,0.19,0.803,105.569,4,,Relentless/Virgin,"C © 2007 Universal Music Operations Limited, P ℗ 2007 Universal Music Operations Limited"
For Your Love,The Yardbirds,The Yardbirds Story - Pt. 3 - 1965/66 - Big Hits & America Calling,The Yardbirds,5/8/02,1,1,150626,FALSE,49,GBAWA0515289,"album rock,blues rock,british blues,british invasion,classic rock,country rock,folk rock,hard rock,psychedelic rock,rock,singer-songwriter",0.347,0.638,2,-10.258,1,0.0409,0.236,0,0.0894,0.61,94.506,4,,Charly,C (C) 2013 Charly Acquisitions Ltd.
Lying,Amy Meredith,Restless,Amy Meredith,7/2/10,1,3,180266,FALSE,0,AUBM00900284,,0.481,0.947,2,-2.29,0,0.0646,0.00423,0,0.265,0.633,146.771,4,,Sony Music Entertainment,P (P) 2010 Sony Music Entertainment Australia Pty Ltd. except track 2 (P) 2009 Sony Music Entertainment Australia Pty Ltd.
BED,"Joel Corry, RAYE, David Guetta",BED,"Joel Corry, RAYE, David Guetta",2/26/21,1,1,178088,FALSE,58,UK4ZF2100069,"dance pop,pop dance,uk dance,uk contemporary r&b,uk pop,big room,dance pop,edm,pop,pop dance",0.663,0.783,6,-4.585,1,0.0393,0.0134,0.00179,0.325,0.622,123.986,4,,Universal Music Australia Pty. Ltd.,"C © 2021 Perfect Havoc Limited, Under Exclusive License to Neon Records, P ℗ 2021 Perfect Havoc Limited, Under Exclusive License to Neon Records"
Who Knew,P!nk,I'm Not Dead,P!nk,3/18/06,1,2,208493,FALSE,0,USLF20600021,"dance pop,pop",0.688,0.733,9,-4.569,1,0.0274,0.00462,0,0.0756,0.459,140.004,4,,LaFace Records,"P (P) 2006 RCA/JIVE Label Group, a unit of Sony Music Entertainment"
Givin' Up,The Darkness,Permission to Land,The Darkness,7/7/03,1,6,214960,TRUE,45,GBAHS0300637,"glam metal,hard rock",0.56,0.927,11,-3.126,1,0.0503,0.0162,0.000165,0.236,0.818,136.613,4,,Atlantic Records,"C © 2003 Warner Music UK Ltd, P ℗ 2003 Warner Music UK Ltd"
Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition,Michael Jackson,2/8/08,1,5,258040,FALSE,81,USSM19902990,"r&b,soul",0.776,0.867,3,-3.704,0,0.0479,0.0495,0.00000792,0.197,0.918,138.827,4,,Epic/Legacy,"P (P) 1982, 2001, 2008 MJJ Productions Inc."
The Cure,Lady Gaga,The Cure,Lady Gaga,4/16/17,1,1,211363,FALSE,0,USUM71703782,"art pop,dance pop,pop",0.696,0.503,8,-4.842,1,0.0356,0.0745,0,0.0869,0.559,99.977,4,,Universal Music Group,"C © 2017 Interscope Records, P ℗ 2017 Interscope Records"
Good Without,Mimi Webb,Good Without,Mimi Webb,3/26/21,1,1,182121,FALSE,68,USSM12101148,"alt z,gen z singer-songwriter,uk pop",0.616,0.576,11,-5.495,0,0.0532,0.0723,0,0.375,0.269,89.962,4,,Epic,"P (P) 2021 Epic Records, a division of Sony Music Entertainment"
Sometimes When We Touch,Newton,Sometimes When We Touch,Newton,1997,1,1,248080,FALSE,0,GBBFH9600037,,0.661,0.974,2,-7.628,1,0.068,0.00319,0.0000015,0.348,0.514,133.937,4,,Dome,"C 1997 Dome Records Ltd, P 1997 Dome Records Ltd"
In The Air Tonight,Phil Collins,Face Value,Phil Collins,1/1/81,1,1,333120,FALSE,0,USAT28400020,"rock drums,soft rock",0.597,0.313,2,-10.791,0,0.0265,0.669,0.00000623,0.0734,0.357,94.987,4,,Atlantic Records,"C 1981 Atlantic Recording Corporation, P 1981 Atlantic Recording Corporation"
"Too Much, Too Little, Too Late (with Deniece Williams)","Johnny Mathis, Deniece Williams",Better Together - The Duet Album,Johnny Mathis,1978,1,3,176480,FALSE,41,USSM10007521,"adult standards,easy listening,contemporary r&b,disco,funk,motown,post-disco,quiet storm,soul,urban contemporary",0.501,0.573,8,-9.078,1,0.0673,0.464,0.00000637,0.0937,0.753,77.805,4,,Columbia,"P (P) 1982 Jon Mat Records, Inc. & Arista Records, Inc., 1978, 1979, 1984, 1989, 1991 Jon Mat Records, Inc."
d.a.f,Powderfinger,Fingerprints & Footprints - The Ultimate Collection,Powderfinger,1/1/11,1,9,212080,FALSE,21,AUPO09620141,"australian alternative rock,australian rock",0.56,0.805,2,-5.554,1,0.0298,0.00337,0.0000205,0.185,0.332,106.217,4,,Universal Music Australia Pty. Ltd.,"C © 2011 Universal Music Australia Pty Ltd., P This Compilation ℗ 2011 Universal Music Australia Pty Ltd."
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora","Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora",4/19/19,1,1,215315,FALSE,66,USRC11900838,"edm,pop,pop dance,tropical house,dance pop,pop,uk pop",0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,4,,Palm Tree Records/RCA Records,"P (P) 2019 RCA Records, a division of Sony Music Entertainment"
Sweet Nothin's,Brenda Lee,Classic Brenda Lee - The Universal Masters Collection,Brenda Lee,1/1/00,1,2,143826,FALSE,0,USMC15919970,"adult standards,easy listening,lounge,rockabilly",0.785,0.394,5,-11.73,1,0.0576,0.778,0.00013,0.137,0.939,125.288,4,,Geffen,"C © 2000 MCA Nashville, P ℗ 2000 MCA Nashville"
No Rain - Remastered 2002,Blind Melon,Best Of Blind Melon,Blind Melon,1/1/05,1,4,217800,FALSE,51,USCA20101428,"alternative metal,alternative rock,grunge,pop rock,rock",0.383,0.599,9,-5.432,1,0.0304,0.644,0.0000361,0.311,0.547,148.018,4,,Capitol Records,"C © 2005 Capitol Records Inc., P This Compilation ℗ 2005 Capitol Records Inc."
I Am Blessed,"Eternal, Simon Climie",Power Of A Woman/Club #1,Eternal,1995,1,2,264173,FALSE,35,GBAYE9500008,"europop,girl group,new wave pop",0.463,0.371,9,-10.485,1,0.0302,0.148,0,0.104,0.151,136.174,4,,Parlophone UK,"C © 1995 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 1995 Parlophone Records Ltd, a Warner Music Group Company"
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,Jason Mraz,5/12/08,1,2,242946,FALSE,83,USEE10800667,"acoustic pop,dance pop,neo mellow,pop",0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,4,,Atlantic Records/ATG,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved., P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved."
Let Go,Ne-Yo,In My Own Words,Ne-Yo,1/1/06,1,11,228693,FALSE,0,USUM70600315,"dance pop,pop,r&b,urban contemporary",0.692,0.511,5,-7.796,0,0.0696,0.0941,0,0.112,0.629,134.073,4,,Universal Music Group,"C © 2006 The Island Def Jam Music Group, P ℗ 2006 The Island Def Jam Music Group"
Acquainted,The Weeknd,The Highlights,The Weeknd,2/5/21,1,15,348882,FALSE,24,USUG11500920,"canadian contemporary r&b,canadian pop,pop",0.386,0.497,7,-9.934,0,0.0511,0.445,0,0.0909,0.239,105.921,4,,Universal Republic Records,"C © 2021 The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc., P This Compilation ℗ 2021 The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc."
All That She Wants,Ace of Base,The Sign,Ace of Base,12/24/93,1,1,211213,FALSE,79,SEVJH0803401,"eurodance,europop,new wave pop",0.798,0.625,11,-9.689,1,0.0548,0.00547,0.0000798,0.103,0.858,93.764,4,,Playground Music,"C 2014 Mega Records, a Division of Playground Music Scandinavia AB, P 1993 Mega Records, a Division of Playground Music Scandinavia AB"
Handle With Care,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",Traveling Wilburys,10/18/88,1,1,199586,FALSE,0,GBLVT0700001,"album rock,beatlesque,classic rock,country rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock,supergroup",0.675,0.752,7,-5.949,1,0.0282,0.119,0,0.252,0.745,115.081,4,,Universal Music Group,"C © 2007 T. Wilbury Limited., Exclusively Licensed to Concord Music Group, Inc., P ℗ 2007 T. Wilbury Limited., Exclusively Licensed to Concord Music Group, Inc."
Tell Me,Groove Theory,Groove Theory,Groove Theory,7/25/95,1,6,236066,FALSE,70,USSM19300027,"contemporary r&b,new jack swing,r&b",0.8,0.362,6,-10.849,0,0.0634,0.035,0.00000399,0.0667,0.888,93.059,4,,Epic,P (P) 1995 Sony Music Entertainment Inc.
Babe,Styx,Cornerstone,Styx,1/1/79,1,3,265973,FALSE,69,USAM17900358,"album rock,classic rock,glam metal,hard rock,mellow gold,progressive rock,rock,soft rock",0.267,0.204,2,-13.714,1,0.0317,0.527,0,0.0924,0.0903,169.486,4,,A&M,"C © 1979 A&M Records, P ℗ 1979 A&M Records"
Nine in the Afternoon - Single Mix,Panic! At The Disco,Pretty. Odd.,Panic! At The Disco,3/21/08,1,2,191560,FALSE,65,USAT20801101,pop,0.405,0.689,10,-5.75,1,0.0365,0.0843,0,0.207,0.397,155.189,4,,Decaydance/Fueled By Ramen/ATL,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
Can't Take My Eyes Off You,Frankie Valli,Love Song Classics,Various Artists,12/6/16,1,6,203680,FALSE,0,USRH11000238,"adult standards,bubblegum pop,lounge,rock-and-roll",0.581,0.78,4,-7.053,1,0.0567,0.508,0.0000107,0.0799,0.561,123.711,4,,Warner Music Group - X5 Music Group,"C 2016 Warner Music Group - X5 Music Group, P 2016 Warner Music Group - X5 Music Group"
Bad To The Bone,George Thorogood & The Destroyers,BAD TO THE BONE,George Thorogood & The Destroyers,1/1/82,1,6,292173,FALSE,73,USEM38500069,"album rock,blues rock,classic rock,country rock,hard rock,heartland rock,mellow gold,rock",0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,1,,EMI/EMI Records (USA),"C © 1982 EMI Catalog, P ℗ 1982 Capitol Records, LLC"
Sugar Shack,"Jimmy Gilmer, The Fireballs",Sugar Shack,"Jimmy Gilmer, The Fireballs",3/10/14,1,1,120084,FALSE,6,QMDA71497771,surf music,0.792,0.737,7,-12.668,1,0.0549,0.397,0.0000742,0.0628,0.952,133.931,4,,Redwood Records,C (C) 2014 Entertain Me Europe LTD
White Silver Sands,Bill Blacks Combo,White Silver Sands,Bill Blacks Combo,12/28/10,1,1,159843,FALSE,0,GBGQH0604038,,0.868,0.481,0,-13.239,1,0.0432,0.522,0.393,0.0727,0.963,116.66,4,,Replay Records,
Gasoline Alley Bred,The Hollies,20 Golden Greats,The Hollies,7/1/78,1,14,233840,FALSE,21,GBGYU7000004,"album rock,british invasion,classic rock,folk rock,mellow gold,merseybeat,soft rock",0.333,0.589,3,-11.416,1,0.035,0.22,0.00000718,0.138,0.76,162.067,4,,Parlophone UK,"C © 1978 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 1978 Parlophone Records Ltd, a Warner Music Group Company"
Billionaire (feat. Bruno Mars) - Radio Edit,"Travie McCoy, Bruno Mars",R&B: The Collection,Various Artists,10/14/16,1,19,186746,FALSE,41,USAT21000368,"pop rap,dance pop,pop",0.474,0.721,6,-6.146,0,0.337,0.232,0,0.228,0.642,173.773,4,,Rhino,"C © This Compilation 2016 Rhino UK, a division of Warner Music UK Ltd, P ℗ This Compilation 2016 Rhino UK, a division of Warner Music UK Ltd"
Time of the Season - Mono Version,The Zombies,Odessey and Oracle,The Zombies,4/19/68,1,12,214026,FALSE,7,GBCBS6732269,"baroque pop,british invasion,classic rock,folk rock,psychedelic rock",0.537,0.7,4,-6.852,0,0.0366,0.142,0.00000158,0.383,0.695,117.111,4,,Marquis Enterprises Ltd,"C 1968 Marquis Enterprises Ltd, P 1968 Marquis Enterprises Ltd"
Toxic,Britney Spears,In The Zone,Britney Spears,2003,1,6,198800,FALSE,0,USJI10301005,"dance pop,pop",0.778,0.845,5,-3.958,0,0.117,0.0253,0.0215,0.227,0.918,143.025,4,,Jive,P (P) 2003 Zomba Recording LLC
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",Familia,Camila Cabello,4/7/22,1,4,206070,FALSE,80,USSM12200047,"dance pop,pop,pop,singer-songwriter pop,uk pop",0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4,,Epic,"P (P) 2022 Epic Records, a division of Sony Music Entertainment"
Streets Of Your Town,The Go-Betweens,Quiet Heart - The Best Of,The Go-Betweens,1/1/12,1,11,219360,FALSE,35,GBAZP8700127,"australian alternative rock,australian rock,c86,dunedin sound,tape club",0.605,0.885,3,-5.959,1,0.0284,0.0106,0.0045,0.261,0.835,131.891,4,,EMI Music Australia,"C © 2012 The Go-Betweens, P ℗ 2012 EMI Recorded Music Australia Pty Ltd."
When I Get Where I'm Going (feat. Dolly Parton) (feat. Dolly Parton),"Brad Paisley, Dolly Parton",Hits Alive,Brad Paisley,11/2/10,1,6,246546,FALSE,46,USAN21000077,"contemporary country,country,country road,classic country pop,country,country dawn",0.497,0.462,0,-6.705,1,0.0269,0.443,0,0.111,0.21,85.973,4,,Arista Nashville,P (P) 2010 Sony Music Entertainment
Lucky,Glee Cast,"Glee: The Music, Volume 4",Glee Cast,11/26/10,1,10,187560,FALSE,49,USQX91001142,"glee club,post-teen pop",0.632,0.468,0,-8.089,1,0.0412,0.541,0,0.165,0.669,130.052,4,,Columbia,P (P) 2010 Twentieth Century Fox Film Corporation
Honey Come Back,Glen Campbell,Glen Campbell - The Capitol Years 1965 - 1977,Glen Campbell,1/1/11,2,1,178000,FALSE,41,USCN16900140,"adult standards,arkansas country,classic country pop,folk rock,mellow gold,nashville sound,singer-songwriter,soft rock",0.382,0.349,5,-13.096,1,0.0307,0.331,0.0000585,0.308,0.421,50.937,4,,Capitol Nashville,"C © 2011 Capitol Records, LLC, P ℗ 2011 Capitol Records Nashville"
Woman in Love,Barbra Streisand,Guilty,Barbra Streisand,9/23/80,1,2,231840,FALSE,72,USSM10006441,"adult standards,operatic pop",0.469,0.278,3,-16.311,0,0.028,0.248,0.000126,0.133,0.331,169.735,4,,Columbia,"P (P) 1980 Columbia Records, a division of Sony Music Entertainment"
(Keep Feeling) Fascination,The Human League,The Greatest Hits,The Human League,1988,1,7,225173,FALSE,48,GBAAA8300027,"new romantic,new wave,new wave pop,permanent wave,sophisti-pop,synthpop",0.711,0.624,0,-8.011,1,0.08,0.421,0.00000227,0.271,0.703,118.137,4,,Virgin Records Ltd,"C © 1995 Virgin Records Limited, P This Compilation ℗ 1995 Virgin Records Limited"
"When You Believe (from ""The Prince of Egypt"")","Mariah Carey, Whitney Houston","Movie Hits - the best music from film inc. the Titanic Soundtrack, Dirty Dancing OST, The Bodyguard sound track and more",Various Artists,1/27/14,1,19,274466,FALSE,28,USSM19804755,"dance pop,pop,urban contemporary,dance pop",0.388,0.464,1,-6.907,0,0.0298,0.332,0,0.108,0.126,125.099,4,,Sony Music Entertainment,P (P) 2014 Sony Music Entertainment
Impossible,Christina Aguilera,Stripped,Christina Aguilera,7/19/02,1,9,254493,FALSE,48,USRC10201080,"dance pop,pop",0.658,0.438,2,-7.089,0,0.0645,0.356,0.0000261,0.329,0.151,121.888,3,,RCA Records Label,P (P) 2002 Sony Music Entertainment
Amoureuse,Kiki Dee,Loving & Free (Bonus Track Version),Kiki Dee,1/1/73,1,8,248920,FALSE,43,GBF089400163,classic uk pop,0.412,0.612,10,-5.073,1,0.0295,0.197,0.000136,0.0788,0.196,131.44,4,,Edsel,"C (C) 2018 Demon Music Group Ltd., P (P) 1973 Demon Music Group Ltd"
Kids Again - Radio Edit,Example,Live Life Living (Deluxe),Example,7/7/14,1,2,192160,FALSE,31,GBARL1301523,"hip house,uk dance",0.512,0.908,0,-3.788,0,0.0481,0.00849,0,0.33,0.482,127.953,4,,Epic,P (P) 2014 Sony Music Entertainment UK Limited
Ringo,Lorne Greene,Welcome to the Ponderosa,Lorne Greene,11/4/64,1,7,214213,FALSE,44,USRC11401592,cowboy western,0.563,0.521,11,-12.568,1,0.311,0.864,0,0.216,0.653,110.794,4,,Legacy Recordings,"P Originally released 1964. All rights reserved by RCA Records, a divsion of Sony Music Entertainment"
Don't You Worry Child - Acoustic,Conor Maynard,Animal,Conor Maynard,1/18/13,1,5,185106,FALSE,40,GBAYE1202445,"post-teen pop,uk pop,viral pop",0.609,0.231,0,-9.709,1,0.0383,0.845,0,0.27,0.354,119.785,4,,Parlophone UK,"C © 2013 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2013 Parlophone Records Ltd, a Warner Music Group Company"
50 Years,Uncanny X-Men,Cos Life Hurts,Uncanny X-Men,1985,1,9,246160,FALSE,39,AUMU08500043,australian rock,0.375,0.543,0,-9.634,1,0.0271,0.139,0,0.0995,0.622,165.319,4,,WM Australia,"C 1998 © 1985 Mushroom Records Pty Ltd, P ℗ 1985 Mushroom Records Pty Ltd"
Tell Me a Story,1927,The Other Side,1927,1990,1,1,253760,FALSE,0,AUOM09001331,australian rock,0.546,0.68,9,-10.06,1,0.0307,0.0795,0,0.302,0.394,111.837,4,,Alberts Music,P (P) 1990 Weideman
Strangers,Sigrid,Strangers,Sigrid,11/10/17,1,1,233725,FALSE,0,GBUM71705774,norwegian pop,0.755,0.722,7,-6.097,1,0.038,0.00584,0.00104,0.0746,0.133,115.03,4,,Universal Music Group,"C © 2017 Universal Music Operations Limited, P An Island Records release; ℗ 2017 Universal Music Operations Limited"
Heart-Shaped Box,Nirvana,Nirvana (International Version),Nirvana,1/1/02,1,9,279040,FALSE,0,USGF19960703,"grunge,permanent wave,rock",0.49,0.778,1,-6.968,1,0.0548,0.0773,0.00862,0.087,0.278,99.723,4,,Universal Music Group,"C © 2002 Geffen Records Inc., P ℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc."
Jack & Diane,John Mellencamp,American Fool (Remastered),John Mellencamp,1982,1,2,254493,FALSE,0,USJM18200001,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.811,0.41,9,-8.214,1,0.0392,0.0365,0.00000694,0.0799,0.625,103.94,4,,Universal Music Group,"C © 2005 John Mellencamp, under exclusive license to The Island Def Jam Music Group, P ℗ 2005 John Mellencamp, under exclusive license to The Island Def Jam Music Group"
Wild Love,James Bay,Wild Love,James Bay,2/8/18,1,1,197413,FALSE,0,USUM71800827,"neo mellow,pop,uk pop",0.443,0.608,11,-6.708,0,0.0669,0.0828,0.000234,0.102,0.23,70.124,4,,Universal Music Group,"C © 2018 Republic Records, a division of UMG Recordings, Inc., P ℗ 2018 Republic Records, a division of UMG Recordings, Inc."
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call: The Hits,Eminem,12/6/05,1,4,321213,FALSE,62,USIR10211570,"detroit hip hop,hip hop,rap",0.703,0.746,2,-4.718,1,0.257,0.00535,0.000018,0.357,0.0655,171.387,4,,Aftermath,"C © 2005 Aftermath Entertainment/Interscope Records, P This Compilation ℗ 2005 Aftermath Entertainment/Interscope Records"
Something In The Way You Move,Ellie Goulding,Delirium (Deluxe),Ellie Goulding,11/6/15,1,3,227423,FALSE,58,GBUM71505461,"indietronica,metropopolis,pop,uk pop",0.658,0.814,1,-6.157,0,0.0493,0.0398,0,0.114,0.316,109.004,4,,Polydor Records,"C © 2015 Polydor Ltd. (UK), P ℗ 2015 Polydor Ltd. (UK)"
Runaway (U & I),Galantis,Pharmacy,Galantis,6/5/15,1,4,227073,FALSE,79,USAT21404265,"dance pop,edm,pop,pop dance",0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4,,Big Beat Records/Atlantic,"C © 2015 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States. A Warner Music Group Company, P ℗ 2015 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States. A Warner Music Group Company"
Ooh La La,Normie Rowe,Greatest Hits,Normie Rowe,1974,1,9,144693,FALSE,14,AUFE07400058,"australian rock,cabaret",0.442,0.424,2,-11.355,1,0.0266,0.642,0.000325,0.309,0.53,104.075,3,,WM Australia,"C © 1974 Sunshine Records, P ℗ 1974 Sunshine Records"
I'm Good (Blue),"David Guetta, Bebe Rexha",I'm Good (Blue),"David Guetta, Bebe Rexha",8/26/22,1,1,175238,TRUE,95,UKWLG2200055,"big room,dance pop,edm,pop,pop dance,dance pop,pop",0.561,0.965,7,-3.673,0,0.0343,0.00383,0.00000707,0.371,0.304,128.04,4,,Parlophone UK,"C Under license to Warner Music UK Limited, © 2022 What A DJ Ltd, P Under license to Warner Music UK Limited, ℗ 2022 What A DJ Ltd"
Lucy In The Sky With Diamonds,Elton John,Captain Fantastic (Deluxe Edition),Elton John,5/19/75,1,11,378773,FALSE,0,GBAMB7500011,"glam rock,mellow gold,piano rock,rock",0.392,0.541,0,-9.058,1,0.0373,0.0556,0.0000268,0.108,0.492,165.959,4,,Universal Strategic Marketing,"C © 2005 This Record Company Ltd., P ℗ 2005 This Record Company Ltd. Manufactured by the Island Def Jam Music Group"
Sunsets,Powderfinger,Vulture Street,Powderfinger,1/1/03,1,5,229333,FALSE,60,AUUM00330026,"australian alternative rock,australian rock",0.282,0.862,2,-3.591,1,0.0377,0.000011,0.0414,0.0904,0.705,167.36,4,,Universal Music Australia Pty. Ltd.,"C © 2003 Universal Music Australia Pty Ltd., P ℗ 2003 Universal Music Australia Pty Ltd."
She's A Rainbow - Full Version / With Intro,The Rolling Stones,"Through The Past, Darkly (Big Hits Vol. 2)",The Rolling Stones,9/12/69,1,8,251640,FALSE,51,USA176710230,"album rock,british invasion,classic rock,rock",0.472,0.75,10,-10.434,1,0.0371,0.415,0.0206,0.369,0.529,109.251,4,,ABKCO (US),"C © 2010 ABKCO Music & Records, Inc., P This Compilation ℗ 2010 ABKCO Music & Records, Inc."
